Identificador,Agente,Ronda,Estado,Puntaje,Politica,Parametro-0,Parametro-1,Politica_lag,Consistencia
0,0,0,1,-1,2,4,1,,
0,0,1,0,0,7,4,1,2.0,0.0
0,0,2,1,-1,5,4,1,7.0,0.0
0,0,3,1,-1,5,4,1,5.0,1.0
0,0,4,1,-1,5,4,1,5.0,1.0
0,0,5,1,-1,5,4,1,5.0,1.0
0,0,6,1,-1,5,4,1,5.0,1.0
0,0,7,1,-1,5,4,1,5.0,1.0
0,0,8,1,-1,5,4,1,5.0,1.0
0,0,9,1,-1,5,4,1,5.0,1.0
0,0,10,1,-1,5,4,1,5.0,1.0
0,0,11,1,-1,5,4,1,5.0,1.0
0,0,12,1,-1,5,4,1,5.0,1.0
0,0,13,1,-1,5,4,1,5.0,1.0
0,0,14,1,-1,5,4,1,5.0,1.0
0,0,15,1,-1,5,4,1,5.0,1.0
0,0,16,1,-1,5,4,1,5.0,1.0
0,0,17,1,-1,5,4,1,5.0,1.0
0,0,18,1,-1,5,4,1,5.0,1.0
0,0,19,1,-1,5,4,1,5.0,1.0
0,0,20,1,-1,5,4,1,5.0,1.0
0,0,21,1,-1,5,4,1,5.0,1.0
0,0,22,1,-1,5,4,1,5.0,1.0
0,0,23,1,-1,5,4,1,5.0,1.0
0,0,24,1,-1,5,4,1,5.0,1.0
0,0,25,1,-1,5,4,1,5.0,1.0
0,0,26,1,-1,5,4,1,5.0,1.0
0,0,27,1,-1,5,4,1,5.0,1.0
0,0,28,1,-1,5,4,1,5.0,1.0
0,0,29,1,-1,5,4,1,5.0,1.0
0,0,30,1,-1,5,4,1,5.0,1.0
0,0,31,1,-1,5,4,1,5.0,1.0
0,0,32,1,-1,5,4,1,5.0,1.0
0,0,33,1,-1,5,4,1,5.0,1.0
0,0,34,1,-1,5,4,1,5.0,1.0
0,0,35,1,-1,5,4,1,5.0,1.0
0,0,36,1,-1,5,4,1,5.0,1.0
0,0,37,1,-1,5,4,1,5.0,1.0
0,0,38,1,-1,5,4,1,5.0,1.0
0,0,39,1,-1,5,4,1,5.0,1.0
0,0,40,1,-1,5,4,1,5.0,1.0
0,0,41,1,-1,5,4,1,5.0,1.0
0,0,42,1,-1,5,4,1,5.0,1.0
0,0,43,1,-1,5,4,1,5.0,1.0
0,0,44,1,-1,5,4,1,5.0,1.0
0,0,45,1,-1,5,4,1,5.0,1.0
0,0,46,1,-1,5,4,1,5.0,1.0
0,0,47,1,-1,5,4,1,5.0,1.0
0,0,48,1,-1,5,4,1,5.0,1.0
0,0,49,1,-1,5,4,1,5.0,1.0
0,1,0,1,-1,7,4,1,,
0,1,1,1,1,7,4,1,7.0,1.0
0,1,2,1,-1,5,4,1,7.0,0.0
0,1,3,1,-1,5,4,1,5.0,1.0
0,1,4,1,-1,5,4,1,5.0,1.0
0,1,5,1,-1,5,4,1,5.0,1.0
0,1,6,1,-1,5,4,1,5.0,1.0
0,1,7,1,-1,5,4,1,5.0,1.0
0,1,8,1,-1,5,4,1,5.0,1.0
0,1,9,1,-1,5,4,1,5.0,1.0
0,1,10,1,-1,5,4,1,5.0,1.0
0,1,11,1,-1,5,4,1,5.0,1.0
0,1,12,1,-1,5,4,1,5.0,1.0
0,1,13,1,-1,5,4,1,5.0,1.0
0,1,14,1,-1,5,4,1,5.0,1.0
0,1,15,1,-1,5,4,1,5.0,1.0
0,1,16,1,-1,5,4,1,5.0,1.0
0,1,17,1,-1,5,4,1,5.0,1.0
0,1,18,1,-1,5,4,1,5.0,1.0
0,1,19,1,-1,5,4,1,5.0,1.0
0,1,20,1,-1,5,4,1,5.0,1.0
0,1,21,1,-1,5,4,1,5.0,1.0
0,1,22,1,-1,5,4,1,5.0,1.0
0,1,23,1,-1,5,4,1,5.0,1.0
0,1,24,1,-1,5,4,1,5.0,1.0
0,1,25,1,-1,5,4,1,5.0,1.0
0,1,26,1,-1,5,4,1,5.0,1.0
0,1,27,1,-1,5,4,1,5.0,1.0
0,1,28,1,-1,5,4,1,5.0,1.0
0,1,29,1,-1,5,4,1,5.0,1.0
0,1,30,1,-1,5,4,1,5.0,1.0
0,1,31,1,-1,5,4,1,5.0,1.0
0,1,32,1,-1,5,4,1,5.0,1.0
0,1,33,1,-1,5,4,1,5.0,1.0
0,1,34,1,-1,5,4,1,5.0,1.0
0,1,35,1,-1,5,4,1,5.0,1.0
0,1,36,1,-1,5,4,1,5.0,1.0
0,1,37,1,-1,5,4,1,5.0,1.0
0,1,38,1,-1,5,4,1,5.0,1.0
0,1,39,1,-1,5,4,1,5.0,1.0
0,1,40,1,-1,5,4,1,5.0,1.0
0,1,41,1,-1,5,4,1,5.0,1.0
0,1,42,1,-1,5,4,1,5.0,1.0
0,1,43,1,-1,5,4,1,5.0,1.0
0,1,44,1,-1,5,4,1,5.0,1.0
0,1,45,1,-1,5,4,1,5.0,1.0
0,1,46,1,-1,5,4,1,5.0,1.0
0,1,47,1,-1,5,4,1,5.0,1.0
0,1,48,1,-1,5,4,1,5.0,1.0
0,1,49,1,-1,5,4,1,5.0,1.0
0,2,0,0,0,5,4,1,,
0,2,1,1,1,5,4,1,5.0,1.0
0,2,2,0,0,5,4,1,5.0,1.0
0,2,3,1,-1,5,4,1,5.0,1.0
0,2,4,1,-1,5,4,1,5.0,1.0
0,2,5,1,-1,5,4,1,5.0,1.0
0,2,6,1,-1,5,4,1,5.0,1.0
0,2,7,1,-1,5,4,1,5.0,1.0
0,2,8,1,-1,5,4,1,5.0,1.0
0,2,9,1,-1,5,4,1,5.0,1.0
0,2,10,1,-1,5,4,1,5.0,1.0
0,2,11,1,-1,5,4,1,5.0,1.0
0,2,12,1,-1,5,4,1,5.0,1.0
0,2,13,1,-1,5,4,1,5.0,1.0
0,2,14,1,-1,5,4,1,5.0,1.0
0,2,15,1,-1,5,4,1,5.0,1.0
0,2,16,1,-1,5,4,1,5.0,1.0
0,2,17,1,-1,5,4,1,5.0,1.0
0,2,18,1,-1,5,4,1,5.0,1.0
0,2,19,1,-1,5,4,1,5.0,1.0
0,2,20,1,-1,5,4,1,5.0,1.0
0,2,21,1,-1,5,4,1,5.0,1.0
0,2,22,1,-1,5,4,1,5.0,1.0
0,2,23,1,-1,5,4,1,5.0,1.0
0,2,24,1,-1,5,4,1,5.0,1.0
0,2,25,1,-1,5,4,1,5.0,1.0
0,2,26,1,-1,5,4,1,5.0,1.0
0,2,27,1,-1,5,4,1,5.0,1.0
0,2,28,1,-1,5,4,1,5.0,1.0
0,2,29,1,-1,5,4,1,5.0,1.0
0,2,30,1,-1,5,4,1,5.0,1.0
0,2,31,1,-1,5,4,1,5.0,1.0
0,2,32,1,-1,5,4,1,5.0,1.0
0,2,33,1,-1,5,4,1,5.0,1.0
0,2,34,1,-1,5,4,1,5.0,1.0
0,2,35,1,-1,5,4,1,5.0,1.0
0,2,36,1,-1,5,4,1,5.0,1.0
0,2,37,1,-1,5,4,1,5.0,1.0
0,2,38,1,-1,5,4,1,5.0,1.0
0,2,39,1,-1,5,4,1,5.0,1.0
0,2,40,1,-1,5,4,1,5.0,1.0
0,2,41,1,-1,5,4,1,5.0,1.0
0,2,42,1,-1,5,4,1,5.0,1.0
0,2,43,1,-1,5,4,1,5.0,1.0
0,2,44,1,-1,5,4,1,5.0,1.0
0,2,45,1,-1,5,4,1,5.0,1.0
0,2,46,1,-1,5,4,1,5.0,1.0
0,2,47,1,-1,5,4,1,5.0,1.0
0,2,48,1,-1,5,4,1,5.0,1.0
